Supplementary Data 8. Differential gene expression between clone #5 and clone #4 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
PRR13,0.940976901,0.062407794,0.562,0.608,1,0.046
TSR2,0.79801121,0.062434228,0.162,0.176,1,0.014
FGD5-AS1,0.909148593,0.06254859,0.119,0.117,1,-0.002
NUDT1,0.923328176,0.062610341,0.103,0.102,1,-0.001
RUNX3,0.995952397,0.062612482,0.312,0.317,1,0.005
SRP72,0.84819678,0.062654006,0.184,0.191,1,0.007
RAP1GAP2,0.918631526,0.062927322,0.131,0.131,1,0
ATP5MPL,0.878623945,0.063039253,0.325,0.344,1,0.019
CCND3,0.95380097,0.063324448,0.591,0.633,1,0.042
UBE2J1,0.858272019,0.06346563,0.15,0.148,1,-0.002
MTMR14,0.865331797,0.063675841,0.116,0.121,1,0.005
GTF2E2,0.898752469,0.063791028,0.144,0.142,1,-0.002
VPS26A,0.761986547,0.06382006,0.116,0.11,1,-0.006
GATAD2A,0.939177474,0.063980178,0.156,0.157,1,0.001
ARNTL,0.868165352,0.064014284,0.134,0.138,1,0.004
ATP5PO,0.54041701,0.064351935,0.466,0.456,1,-0.01
PNPLA2,0.920653384,0.064505285,0.231,0.243,1,0.012
NMT1,0.900199928,0.064610157,0.1,0.104,1,0.004
UBE2Z,0.730008494,0.064776824,0.109,0.119,1,0.01
B2M,0.002767503,0.064982889,1,1,1,0
TOMM7,0.281967187,0.065323186,0.872,0.876,1,0.004
NIPBL,0.840696516,0.065362602,0.269,0.286,1,0.017
SBF1,0.729734236,0.06539329,0.103,0.111,1,0.008
HELZ,0.733960688,0.065505953,0.134,0.146,1,0.012
ARPC5,0.79253057,0.065512695,0.469,0.491,1,0.022
GIT2,0.764950645,0.06569355,0.181,0.175,1,-0.006
TAGAP,0.712333672,0.06609002,0.4,0.414,1,0.014
CD63,0.392508078,0.066092307,0.391,0.372,1,-0.019
MEA1,0.759846874,0.066232583,0.175,0.188,1,0.013
NCBP2AS2,0.728250636,0.066281954,0.209,0.204,1,-0.005
COPE,0.957020456,0.066439358,0.444,0.462,1,0.018
TAF12,0.916097773,0.066605899,0.112,0.117,1,0.005
SOD2,0.517414784,0.066612432,0.159,0.142,1,-0.017
GNAI2,0.497607105,0.066779158,0.681,0.71,1,0.029
SRSF8,0.990193615,0.067012419,0.166,0.169,1,0.003
STK10,0.535991905,0.067548617,0.406,0.392,1,-0.014
PIK3IP1,0.878497298,0.067556654,0.206,0.216,1,0.01
LLPH,0.810945116,0.067810182,0.109,0.116,1,0.007
PLAAT4,0.513178782,0.068009927,0.728,0.707,1,-0.021
PITPNB,0.702687281,0.068053252,0.106,0.098,1,-0.008
PPP1CA,0.254879905,0.068166556,0.709,0.704,1,-0.005
TMEM173,0.526445693,0.068600949,0.25,0.231,1,-0.019
C12orf75,0.154084835,0.068758389,0.419,0.378,1,-0.041
MCMBP,0.674219707,0.068889936,0.116,0.108,1,-0.008
PEBP1,0.653054569,0.068897966,0.406,0.395,1,-0.011
HNRNPA2B1,0.280756025,0.068980387,0.834,0.856,1,0.022
MAF1,0.985870085,0.068980403,0.288,0.295,1,0.007
MIDN,0.744177768,0.069206594,0.184,0.195,1,0.011
HNRNPC,0.863929586,0.069384963,0.491,0.507,1,0.016
SNHG15,0.89073594,0.069392375,0.191,0.19,1,-0.001
MRPL10,0.881010291,0.069754979,0.241,0.249,1,0.008
PPP2R1A,0.992835797,0.06996167,0.294,0.306,1,0.012
SS18L2,0.721098553,0.070113845,0.169,0.184,1,0.015
SNRPF,0.959905356,0.070131159,0.303,0.318,1,0.015
SNU13,0.511658243,0.070223206,0.341,0.328,1,-0.013
UBL7,0.999045864,0.070282131,0.134,0.136,1,0.002
DMTF1,0.883809531,0.07056349,0.1,0.104,1,0.004
ACTR3,0.448114215,0.070595282,0.516,0.504,1,-0.012
UQCRC1,0.717632389,0.071279592,0.244,0.235,1,-0.009
STAT5B,0.672492148,0.071346071,0.15,0.163,1,0.013
SAMD9L,0.838552687,0.071448818,0.1,0.106,1,0.006
ALYREF,0.696711522,0.071616598,0.225,0.246,1,0.021
PDE6D,0.612459802,0.071750701,0.112,0.128,1,0.016
ZNF721,0.812600911,0.071832792,0.103,0.11,1,0.007
TMEM175,0.916594054,0.071861447,0.103,0.101,1,-0.002
PSME4,0.868927895,0.072090962,0.1,0.104,1,0.004
UBE3A,0.814279359,0.07214922,0.225,0.24,1,0.015
UROS,0.905855319,0.072213521,0.122,0.121,1,-0.001
ANXA1,0.436971031,0.072327962,0.75,0.742,1,-0.008
CCNK,0.911656755,0.072710501,0.131,0.13,1,-0.001
UBQLN2,0.846339461,0.073172779,0.134,0.131,1,-0.003
MAEA,0.966360254,0.073337215,0.131,0.134,1,0.003
R3HDM2,0.593406083,0.073339964,0.247,0.234,1,-0.013
CSNK2B,0.526084291,0.073386025,0.456,0.458,1,0.002
TXN2,0.685065377,0.073531984,0.172,0.19,1,0.018
TGFBR2,0.89323813,0.073600242,0.244,0.247,1,0.003
CAMLG,0.73794434,0.073633295,0.234,0.23,1,-0.004
COX5B,0.691988902,0.073812387,0.503,0.521,1,0.018
ANXA6,0.6811483,0.074060032,0.6,0.613,1,0.013
PSMC4,0.991157029,0.074273544,0.166,0.168,1,0.002
SAFB,0.496991029,0.074275893,0.184,0.167,1,-0.017
ELF2,0.744027791,0.074381646,0.184,0.199,1,0.015
UBXN7,0.702370086,0.074444768,0.1,0.094,1,-0.006
ARF4,0.885691147,0.07445475,0.184,0.184,1,0
DDX3Y,0.817119734,0.074562714,0.181,0.178,1,-0.003
HLA-DPB1,0.646879346,0.074661697,0.628,0.644,1,0.016
ZFAND2B,0.691934979,0.074671826,0.178,0.196,1,0.018
TMA7,0.162662732,0.074926618,0.894,0.917,1,0.023
LAMTOR4,0.519694148,0.074927145,0.5,0.51,1,0.01
ZFAND2A,0.689785102,0.075210498,0.122,0.114,1,-0.008
RTN4,0.619384791,0.075331461,0.238,0.228,1,-0.01
ZNF207,0.859076059,0.075504261,0.291,0.296,1,0.005
CHMP4A,0.930348869,0.075589361,0.194,0.2,1,0.006
STIM1,0.675741186,0.075849151,0.097,0.106,1,0.009
MRPS7,0.64402157,0.076466645,0.141,0.155,1,0.014
PA2G4,0.654786209,0.076739138,0.356,0.349,1,-0.007
CDK6,0.840449241,0.076782144,0.122,0.126,1,0.004
UBE2D3,0.68180108,0.077132404,0.481,0.48,1,-0.001
GGNBP2,0.589072775,0.0771468,0.225,0.252,1,0.027
NBEAL2,0.96252956,0.077266824,0.169,0.171,1,0.002
SMARCD1,0.974307093,0.077485127,0.134,0.137,1,0.003
UBL5,0.481752703,0.077687952,0.619,0.617,1,-0.002
PTPMT1,0.950531204,0.077897191,0.125,0.125,1,0
NDE1,0.553478354,0.078011766,0.125,0.113,1,-0.012
PHYKPL,0.845082197,0.078030908,0.181,0.191,1,0.01
TOMM5,0.324028652,0.078153857,0.312,0.288,1,-0.024
MOSPD3,0.641469435,0.078241815,0.119,0.11,1,-0.009
EXOSC8,0.829249577,0.078442079,0.119,0.115,1,-0.004
DDX21,0.769960686,0.07851714,0.241,0.264,1,0.023
FGR,0.777572795,0.078913041,0.259,0.28,1,0.021
FTSJ1,0.950935799,0.079047839,0.125,0.128,1,0.003
HLA-E,0.10260073,0.07905819,1,0.99,1,-0.01
HSPB1,0.852335972,0.07914504,0.266,0.274,1,0.008
REST,0.54817675,0.079237296,0.303,0.293,1,-0.01
APRT,0.833634767,0.079428091,0.609,0.632,1,0.023
TKT,0.906901837,0.079588504,0.216,0.231,1,0.015
SNRPA,0.67193106,0.079744471,0.316,0.306,1,-0.01
TMSB4X,0.003732103,0.079841985,1,0.999,1,-0.001
CSNK1D,0.870535933,0.080271472,0.125,0.121,1,-0.004
ZNF639,0.984196617,0.080332785,0.122,0.124,1,0.002
TCP1,0.859179755,0.080795449,0.159,0.167,1,0.008
PNRC1,0.163403309,0.081121187,0.956,0.949,1,-0.007
RPL23A,0.143060211,0.0812643,0.997,0.998,1,0.001
ATG3,0.951006125,0.081279688,0.147,0.149,1,0.002
ATP1A1,0.667900031,0.081800667,0.222,0.241,1,0.019
BECN1,0.88895761,0.082018852,0.153,0.151,1,-0.002
SELPLG,0.259411855,0.08234373,0.556,0.53,1,-0.026
IKBKG,0.790972891,0.082478267,0.131,0.14,1,0.009
DARS,0.773837297,0.082677573,0.153,0.147,1,-0.006
DENND1C,0.94894897,0.082817046,0.188,0.192,1,0.004
ZXDC,0.94420104,0.082884029,0.097,0.1,1,0.003
PSMB9,0.409900025,0.083020181,0.694,0.69,1,-0.004
TRAPPC3,0.809172834,0.083112551,0.169,0.165,1,-0.004
WBP1,0.907244602,0.083456035,0.166,0.176,1,0.01
EIF5,0.923894136,0.083484956,0.344,0.359,1,0.015
C9orf78,0.676761397,0.083536378,0.419,0.411,1,-0.008
SARNP,0.849570924,0.084136943,0.134,0.132,1,-0.002
GSTK1,0.639277401,0.084265821,0.659,0.656,1,-0.003
MYL6,0.173164241,0.084280559,0.897,0.929,1,0.032
ANKRD36,0.903217602,0.084681776,0.159,0.16,1,0.001
KLF3,0.616992224,0.084765559,0.497,0.492,1,-0.005
NFATC2IP,0.884105606,0.084848768,0.156,0.154,1,-0.002
CDC27,0.970466456,0.084905866,0.109,0.112,1,0.003
GOLGA7,0.820638523,0.084930597,0.259,0.263,1,0.004
KTN1,0.83716689,0.085351238,0.338,0.344,1,0.006
EZR,0.779090143,0.085419727,0.484,0.496,1,0.012
MICOS10,0.763104905,0.08570456,0.325,0.329,1,0.004
NSD3,0.7372416,0.086172978,0.331,0.33,1,-0.001
CORO7,0.719647658,0.086296425,0.15,0.163,1,0.013
GADD45B,0.432077389,0.086400863,0.444,0.438,1,-0.006
PTPRA,0.732431391,0.086549755,0.272,0.266,1,-0.006
XRCC5,0.592704691,0.086713805,0.409,0.397,1,-0.012
CLIP1,0.927178882,0.086803625,0.138,0.143,1,0.005
SNRNP200,0.87060232,0.087041463,0.216,0.218,1,0.002
WTAP,0.578728823,0.087047388,0.297,0.29,1,-0.007
THRAP3,0.988463997,0.08710705,0.328,0.343,1,0.015
NDFIP1,0.778646093,0.087230443,0.322,0.35,1,0.028
ETS1,0.686201316,0.08730426,0.597,0.607,1,0.01
ADNP,0.786926954,0.087320155,0.109,0.104,1,-0.005
AGAP2,0.728063778,0.08740869,0.1,0.094,1,-0.006
ARRDC1,0.826827063,0.087563699,0.147,0.146,1,-0.001
DCTN2,0.921788699,0.08777016,0.222,0.225,1,0.003
MRPS31,0.715603723,0.08784339,0.128,0.121,1,-0.007
EIF4A1,0.343410394,0.088113055,0.588,0.584,1,-0.004
SMIM19,0.817046465,0.088400008,0.097,0.103,1,0.006
ILKAP,0.819369043,0.088604233,0.125,0.121,1,-0.004
EIF2S2,0.602748984,0.088740851,0.234,0.222,1,-0.012
PPIB,0.223124053,0.088843342,0.809,0.805,1,-0.004
BRK1,0.819567924,0.089628292,0.397,0.414,1,0.017
HNRNPK,0.69330541,0.089654708,0.556,0.577,1,0.021
OSBPL9,0.659921322,0.089856034,0.106,0.118,1,0.012
GNB1,0.593263375,0.089906105,0.331,0.326,1,-0.005
ODC1,0.520673639,0.09004468,0.275,0.258,1,-0.017
EGLN2,0.702761984,0.090233589,0.144,0.159,1,0.015
ATP5F1C,0.529954052,0.090416377,0.281,0.268,1,-0.013
KMT2E,0.700930137,0.090480882,0.441,0.475,1,0.034
ARHGDIB,0.13752864,0.090640389,0.925,0.92,1,-0.005
GIMAP2,0.619235442,0.090868205,0.153,0.143,1,-0.01
PHF14,0.473929388,0.091013738,0.178,0.162,1,-0.016
HLA-B,4.45E-05,0.091085908,1,1,0.746999115,0
EIF1,0.04119322,0.091291939,0.994,0.996,1,0.002
GLG1,0.544011341,0.091575386,0.306,0.335,1,0.029
DPM2,0.880536123,0.091590423,0.116,0.114,1,-0.002
LARS,0.887997263,0.091652092,0.125,0.122,1,-0.003
C1orf43,0.94987809,0.091679987,0.194,0.195,1,0.001
NDUFB10,0.426145151,0.091824986,0.444,0.421,1,-0.023
TRIR,0.317280772,0.09198589,0.697,0.703,1,0.006
MCTS1,0.390466197,0.092377127,0.081,0.1,1,0.019
PSMD12,0.844997651,0.092425605,0.122,0.127,1,0.005
RBM25,0.864860731,0.092618618,0.375,0.372,1,-0.003
CIZ1,0.692682999,0.0927995,0.122,0.113,1,-0.009
RORA,0.53478874,0.092891428,0.497,0.487,1,-0.01
BTN3A2,0.606714647,0.09304757,0.234,0.223,1,-0.011
SNHG3,0.824292283,0.09313261,0.131,0.129,1,-0.002
HIST1H1E,0.917958712,0.093295296,0.588,0.611,1,0.023
BANF1,0.848109692,0.093367563,0.238,0.259,1,0.021
RAB5IF,0.969192653,0.093516707,0.25,0.259,1,0.009
ARL6IP1,0.696414157,0.093567475,0.453,0.459,1,0.006
ANP32B,0.667080374,0.093865313,0.484,0.496,1,0.012
MRPL57,0.991915624,0.09403475,0.206,0.211,1,0.005
HCP5,0.93644939,0.094332279,0.112,0.117,1,0.005
UBA1,0.75365629,0.094395112,0.112,0.124,1,0.012
C12orf57,0.405166229,0.095053608,0.766,0.76,1,-0.006
DNASE2,0.771643121,0.09562983,0.125,0.119,1,-0.006
POP4,0.498812997,0.095816769,0.103,0.089,1,-0.014
XBP1,0.685534861,0.095845199,0.338,0.364,1,0.026
HP1BP3,0.493863009,0.095882095,0.472,0.461,1,-0.011
SH3GLB2,0.775375742,0.096029339,0.122,0.13,1,0.008
SUN2,0.437190802,0.096069411,0.659,0.678,1,0.019
USP11,0.758096506,0.096179812,0.147,0.142,1,-0.005
OSBPL8,0.688632139,0.096205853,0.244,0.267,1,0.023
COMMD7,0.64455075,0.09657637,0.219,0.243,1,0.024
IRF1,0.777834791,0.096650493,0.459,0.478,1,0.019
LBH,0.45024536,0.096857279,0.6,0.585,1,-0.015
SH2D2A,0.952477838,0.096863939,0.356,0.37,1,0.014
PTBP3,0.731578064,0.097010685,0.306,0.311,1,0.005
DCAF8,0.938694475,0.097061731,0.128,0.133,1,0.005
P4HB,0.358866851,0.097407205,0.531,0.504,1,-0.027
OSTM1,0.529576058,0.097627245,0.156,0.141,1,-0.015
MAP2K3,0.626912095,0.097641536,0.197,0.185,1,-0.012
GSTP1,0.163085418,0.097768196,0.656,0.657,1,0.001
GPS1,0.752407024,0.097791597,0.203,0.202,1,-0.001
FIP1L1,0.888140328,0.097801403,0.212,0.213,1,0.001
SP140L,0.945887147,0.097845831,0.166,0.169,1,0.003
SZRD1,0.615543146,0.098078082,0.209,0.196,1,-0.013
ZCCHC7,0.830992378,0.09827898,0.112,0.12,1,0.008
OST4,0.262191218,0.098873933,0.75,0.742,1,-0.008
OSTC,0.720823714,0.099421008,0.241,0.233,1,-0.008
DEGS1,0.727880238,0.099829352,0.103,0.097,1,-0.006
PRPF40A,0.781000367,0.099863826,0.241,0.239,1,-0.002
FOSB,0.427168985,0.100070773,0.294,0.267,1,-0.027
DCTN3,0.43700213,0.100462674,0.294,0.276,1,-0.018
SSNA1,0.587989242,0.100506162,0.322,0.312,1,-0.01
MOB4,0.565919887,0.100562447,0.169,0.159,1,-0.01
MTSS1,0.803599972,0.100995849,0.166,0.176,1,0.01
PSMB7,0.669670535,0.101614641,0.15,0.142,1,-0.008
NDUFV2,0.771511563,0.101777544,0.247,0.241,1,-0.006
C19orf12,0.538541348,0.101821202,0.109,0.097,1,-0.012
C1D,0.507282072,0.101885392,0.144,0.129,1,-0.015
LAX1,0.708190062,0.102034606,0.103,0.097,1,-0.006
STX16,0.879231633,0.102081039,0.144,0.143,1,-0.001
FAM32A,0.632862332,0.102230787,0.144,0.16,1,0.016
ZFP36L1,0.53747798,0.102330668,0.491,0.485,1,-0.006
CRLF3,0.616496848,0.10242543,0.138,0.127,1,-0.011
XRN2,0.279444593,0.102489173,0.269,0.24,1,-0.029
AL627171.2,0.439167283,0.102586688,0.391,0.366,1,-0.025
DYNLT1,0.922974524,0.103045623,0.169,0.168,1,-0.001
IKZF3,0.492276514,0.103179269,0.366,0.357,1,-0.009
MPHOSPH8,0.639663686,0.103553956,0.397,0.408,1,0.011
UBXN4,0.929470051,0.103568687,0.369,0.38,1,0.011
UBC,0.052295953,0.103722092,0.95,0.966,1,0.016
INPP4A,0.824512667,0.103850652,0.225,0.226,1,0.001
HSD17B10,0.607881306,0.10388161,0.169,0.16,1,-0.009
DPYD,0.910423366,0.10416137,0.159,0.168,1,0.009
OXA1L,0.960409863,0.104234451,0.216,0.227,1,0.011
7-Mar,0.922433829,0.104434626,0.156,0.16,1,0.004
RSRC1,0.963745935,0.104588355,0.131,0.133,1,0.002
TCERG1,0.723258808,0.104779827,0.141,0.132,1,-0.009
EHD1,0.914771217,0.104985902,0.231,0.25,1,0.019
SMARCE1,0.403166769,0.105089765,0.244,0.222,1,-0.022
ARHGAP30,0.506817764,0.105120386,0.475,0.462,1,-0.013
HBP1,0.978782084,0.105151495,0.122,0.125,1,0.003
RBBP4,0.99991416,0.105256744,0.309,0.323,1,0.014
HDAC1,0.935631837,0.105298201,0.266,0.268,1,0.002
TCF12,0.814886289,0.105371823,0.141,0.137,1,-0.004
RWDD1,0.474345126,0.105393732,0.356,0.347,1,-0.009
ATP1B3,0.852366784,0.105655096,0.153,0.15,1,-0.003
EIF3D,0.403555626,0.105763167,0.375,0.351,1,-0.024
TAF15,0.836441097,0.105869083,0.259,0.281,1,0.022
SMAP1,0.628225962,0.105914187,0.234,0.227,1,-0.007
NADSYN1,0.894265831,0.10602362,0.128,0.127,1,-0.001
PSMA5,0.695493133,0.106113421,0.259,0.249,1,-0.01
JAK3,0.449132979,0.106128354,0.134,0.118,1,-0.016
GRINA,0.731701002,0.106140624,0.119,0.114,1,-0.005
CTSW,0.054341394,0.106353248,0.963,0.972,1,0.009
METTL17,0.975969688,0.106573888,0.141,0.142,1,0.001
PPP2R5E,0.967023649,0.106888408,0.144,0.148,1,0.004
PNN,0.715881061,0.107075208,0.275,0.275,1,0
GTF2I,0.7721218,0.10722693,0.169,0.178,1,0.009
CAP1,0.378168717,0.107420066,0.553,0.557,1,0.004
PPP2CA,0.60602845,0.107471254,0.228,0.217,1,-0.011
UBE2S,0.661204634,0.107522224,0.225,0.216,1,-0.009
IDH3G,0.646706221,0.107572722,0.203,0.193,1,-0.01
BRI3,0.828843419,0.107917245,0.175,0.188,1,0.013
CYBA,0.031279829,0.108505421,0.956,0.952,1,-0.004
MYO1G,0.43744383,0.108538732,0.469,0.473,1,0.004
RGS19,0.730810408,0.108568126,0.288,0.288,1,0
RSF1,0.392904005,0.108618619,0.294,0.274,1,-0.02
FAM89B,0.258108816,0.108725987,0.122,0.098,1,-0.024
MARK2,0.481547966,0.108748742,0.116,0.133,1,0.017
MRPL37,0.894904783,0.108761094,0.103,0.102,1,-0.001
SRSF4,0.806646203,0.108913252,0.275,0.277,1,0.002
SBNO1,0.837042969,0.10922222,0.125,0.121,1,-0.004
YBX1,0.134328348,0.109243138,0.819,0.79,1,-0.029
COX6A1,0.20795628,0.109426431,0.675,0.66,1,-0.015
ZNF831,0.662160685,0.109593622,0.106,0.119,1,0.013
ATP6AP1,0.586543502,0.1101269,0.222,0.21,1,-0.012
DAZAP2,0.225297896,0.110190653,0.688,0.71,1,0.022
ZNF384,0.651746149,0.110241287,0.119,0.11,1,-0.009
MICU2,0.822273435,0.11034254,0.131,0.129,1,-0.002
AAK1,0.094998278,0.110396916,0.406,0.36,1,-0.046
PSMD11,0.563626401,0.110465835,0.156,0.145,1,-0.011
TMEM165,0.694287017,0.110474891,0.159,0.152,1,-0.007
YWHAZ,0.133887069,0.110700464,0.747,0.733,1,-0.014
SLC38A2,0.308282087,0.111556855,0.247,0.218,1,-0.029
EIF2S1,0.902646467,0.111635463,0.122,0.128,1,0.006
PKN1,0.282619828,0.111668621,0.366,0.341,1,-0.025
ACP1,0.736355075,0.111822758,0.297,0.304,1,0.007
LAPTM4A,0.775723713,0.111975686,0.156,0.151,1,-0.005
PDCD2,0.837620065,0.112745337,0.197,0.194,1,-0.003
ACTG1,0.071251721,0.113201858,0.925,0.931,1,0.006
TSTD1,0.546481,0.113243846,0.416,0.406,1,-0.01
CLK3,0.641551851,0.113256984,0.147,0.137,1,-0.01
KDM3A,0.846550021,0.113266181,0.116,0.112,1,-0.004
PRPF31,0.92545091,0.113288496,0.159,0.162,1,0.003
SSH2,0.886750141,0.113386951,0.194,0.202,1,0.008
CD52,0.019082039,0.113611626,0.963,0.967,1,0.004
TSPYL1,0.827208175,0.113662147,0.128,0.127,1,-0.001
SPTBN1,0.697621782,0.113724697,0.094,0.102,1,0.008
MOB2,0.764367527,0.113825802,0.184,0.182,1,-0.002
ALKBH5,0.728925872,0.114101949,0.178,0.194,1,0.016
IFNGR1,0.9012051,0.114166147,0.119,0.117,1,-0.002
INTS6,0.982528983,0.114329118,0.175,0.179,1,0.004
RPL21,0.009604839,0.114509945,0.994,0.993,1,-0.001
GRSF1,0.764121436,0.114544626,0.209,0.225,1,0.016
NPC2,0.967217481,0.114669843,0.138,0.138,1,0
TMEM126A,0.905673219,0.115013573,0.1,0.104,1,0.004
SEPTIN7,0.327211931,0.115157522,0.653,0.636,1,-0.017
CFAP298,0.624335324,0.115407781,0.128,0.12,1,-0.008
USP14,0.582977609,0.115592698,0.141,0.128,1,-0.013
MSN,0.33263762,0.115612952,0.694,0.679,1,-0.015
RPN1,0.274873484,0.115796412,0.384,0.348,1,-0.036
ENY2,0.376082488,0.115956639,0.247,0.224,1,-0.023
TFDP1,0.995607151,0.116215572,0.119,0.121,1,0.002
SUCLG1,0.635560162,0.116408755,0.15,0.14,1,-0.01
BCAP31,0.256225632,0.116586469,0.475,0.453,1,-0.022
UBE2G2,0.795732728,0.116676192,0.159,0.153,1,-0.006
TPST2,0.6102883,0.116728167,0.475,0.474,1,-0.001
SRSF9,0.664161719,0.117200228,0.441,0.456,1,0.015
MAZ,0.859132255,0.1172185,0.312,0.319,1,0.007
JMJD1C,0.505058495,0.117465153,0.206,0.192,1,-0.014
CITED2,0.745528878,0.117659383,0.381,0.38,1,-0.001
NARF,0.565637359,0.118066882,0.162,0.149,1,-0.013
MXRA7,0.536410313,0.118074444,0.162,0.148,1,-0.014
MARK3,0.787015634,0.118403132,0.166,0.165,1,-0.001
PSMD6,0.642230507,0.118453883,0.184,0.175,1,-0.009
TCHP,0.565354807,0.118488811,0.112,0.102,1,-0.01
SUGT1,0.547736679,0.118545008,0.181,0.166,1,-0.015
RIOK3,0.42534465,0.118688334,0.194,0.174,1,-0.02
IGBP1,0.608503414,0.119080135,0.222,0.215,1,-0.007
GABARAP,0.284305572,0.119269642,0.631,0.639,1,0.008
TBCA,0.969917941,0.119307419,0.403,0.414,1,0.011
UBE2L6,0.850443084,0.119544431,0.331,0.333,1,0.002
TMEM87A,0.745300984,0.119626743,0.109,0.119,1,0.01
IMP4,0.71770969,0.1196329,0.159,0.151,1,-0.008
PPP1R7,0.395833617,0.11976846,0.2,0.181,1,-0.019
SDF2,0.817329788,0.119798073,0.119,0.116,1,-0.003
GZMM,0.123307258,0.119908664,0.822,0.813,1,-0.009
CALHM2,0.716584389,0.120159917,0.109,0.12,1,0.011
SEC11C,0.741592492,0.120307633,0.291,0.29,1,-0.001
NIN,0.895868342,0.120336925,0.116,0.115,1,-0.001
ZNHIT1,0.902994964,0.120584766,0.272,0.277,1,0.005
MYH9,0.314540953,0.120731809,0.681,0.681,1,0
WSB1,0.720904072,0.120808885,0.272,0.273,1,0.001
HNRNPU,0.148713374,0.121159539,0.569,0.531,1,-0.038
TRABD,0.595147598,0.121163001,0.303,0.299,1,-0.004
UFC1,0.929501029,0.121228312,0.406,0.438,1,0.032
IKZF1,0.238040132,0.121408492,0.494,0.461,1,-0.033
SLC15A4,0.496704419,0.121550744,0.191,0.173,1,-0.018
IFITM3,0.504728571,0.121564087,0.425,0.43,1,0.005
HAGH,0.917838819,0.121685796,0.141,0.148,1,0.007
STXBP2,0.58582277,0.121779039,0.244,0.232,1,-0.012
STX8,0.534530267,0.121880945,0.184,0.17,1,-0.014
SAMD3,0.64944917,0.121953747,0.475,0.501,1,0.026
MED4,0.908729918,0.122026057,0.175,0.178,1,0.003
UBR4,0.896297587,0.122190715,0.128,0.126,1,-0.002
SMARCC1,0.453231962,0.122296482,0.234,0.213,1,-0.021
EVL,0.047502189,0.122504325,0.759,0.721,1,-0.038
PWP1,0.968642032,0.12251104,0.178,0.181,1,0.003
CALM1,0.00499142,0.122624257,0.966,0.977,1,0.011
TMEM134,0.547489381,0.123018135,0.162,0.149,1,-0.013
SLBP,0.867826507,0.123506838,0.172,0.171,1,-0.001
CYB5R4,0.951598977,0.123714701,0.106,0.106,1,0
NDUFB8,0.58118106,0.123749229,0.438,0.441,1,0.003
ARPC5L,0.966986541,0.12381638,0.381,0.408,1,0.027
INO80E,0.946445706,0.123845141,0.228,0.241,1,0.013
NUDT21,0.795493403,0.123878709,0.178,0.176,1,-0.002
RAD21,0.421740676,0.123882539,0.428,0.415,1,-0.013
RABAC1,0.179916367,0.123986312,0.503,0.495,1,-0.008
FBXL5,0.766054665,0.124133951,0.169,0.165,1,-0.004
ETNK1,0.534430734,0.124196449,0.156,0.143,1,-0.013
HSP90B1,0.263342704,0.124244547,0.709,0.702,1,-0.007
ARL8B,0.819758243,0.124722328,0.125,0.134,1,0.009
KIF22,0.890773858,0.125032677,0.147,0.154,1,0.007
DCP2,0.547542884,0.125144966,0.153,0.138,1,-0.015
SEM1,0.757488039,0.125335683,0.306,0.309,1,0.003
WASF2,0.769224169,0.125491059,0.362,0.364,1,0.002
RBL2,0.550265506,0.125571895,0.459,0.463,1,0.004
RNPEP,0.937848076,0.125603675,0.103,0.102,1,-0.001
CCT2,0.294226514,0.125665266,0.228,0.203,1,-0.025
IFI16,0.649947604,0.126061589,0.244,0.239,1,-0.005
NPC1,0.897990206,0.126073243,0.109,0.108,1,-0.001
KCMF1,0.931660327,0.126227625,0.116,0.115,1,-0.001
LBR,0.56787833,0.126263885,0.253,0.243,1,-0.01
TRMT112,0.584169747,0.126328525,0.444,0.448,1,0.004
ESCO1,0.677537343,0.126330416,0.1,0.111,1,0.011
DOCK10,0.961872347,0.12634225,0.162,0.167,1,0.005
SFSWAP,0.328974238,0.126670118,0.181,0.158,1,-0.023
SELENOF,0.612746683,0.126699323,0.347,0.351,1,0.004
SRM,0.763489207,0.127140354,0.219,0.219,1,0
CHCHD7,0.896550536,0.127155101,0.1,0.105,1,0.005
LY75,0.971309809,0.127214812,0.134,0.141,1,0.007
SUMF2,0.907513942,0.127257556,0.184,0.185,1,0.001
TNF,0.416800583,0.127535783,0.288,0.265,1,-0.023
NDUFV1,0.383832659,0.127569962,0.366,0.346,1,-0.02
RPTOR,0.881722717,0.127881203,0.138,0.144,1,0.006
C1orf21,0.70199877,0.128008864,0.303,0.299,1,-0.004
ZNRD1,0.829867881,0.128019329,0.156,0.167,1,0.011
MCRIP1,0.627440287,0.128319541,0.262,0.257,1,-0.005
KLHL24,0.501756046,0.128430057,0.141,0.126,1,-0.015
ZNHIT3,0.474293312,0.128446134,0.138,0.121,1,-0.017
LNPEP,0.556081711,0.128478308,0.269,0.255,1,-0.014
FAM204A,0.802139704,0.128759277,0.194,0.193,1,-0.001
STAG2,0.758192187,0.128767483,0.172,0.169,1,-0.003
ELOF1,0.423097087,0.128842435,0.119,0.102,1,-0.017
PIGC,0.746509484,0.128913493,0.109,0.119,1,0.01
MRPS18C,0.828126095,0.129282833,0.106,0.102,1,-0.004
FOXN3,0.602750824,0.129372199,0.238,0.227,1,-0.011
SMC5,0.645295464,0.129375546,0.159,0.177,1,0.018
TBC1D10C,0.348897081,0.129524165,0.588,0.594,1,0.006
